text,sentiment
_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,neutral
"Dad`s retelling his saskatoon m&g story, love hearing what the guys said to him  I never heard any of it",positive
getttin ready.,neutral
" I do text to twitter sometimes, but I don`t receive any on my phone so....",neutral
Hairspray in hair + lighter&bong = new haircut,neutral
_M Thanks for remembering,positive
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive
"Justin Timberlake totally rocked SNL tonight. Ooh, and Happy Mother`s Day, another Hallmark mkting tool.",positive
 haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,negative
This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,neutral
still eatin lunch.....n readin comments about last nite....da best comment i receive was 'You really brought Anne to life!',positive
I want to hang out and play!  But I can`t.  Fiddle Faddle on my workload!,negative
http://twitpic.com/4wt8a - pretty **** good friday night,positive
Listening to Weightless by All Time Low. Thanks to  for making me listening to it!,positive
Biology final today. Then home to prepare for psychology.,neutral
Flypside - When it was good..i must creat my presentation in english  by guys ?,positive
" Lunch, yes. A date, nope.",neutral
"Requires account to use.   I was just giving a simple reason why I didn't like it. But since your response indicates I don't have 10 seconds, then I'll waist 5 minutes to make you understand.  The point is that it ""Requires An Account""! I don't need another stinking account to keep track of a task list. If I wanted to share on multiple devices, I would just use any number of desktop applications that I already own. I don't need another stinking program tracking my business in the sake of ""backing up my data' or make it available everywhere. I have that covered already.  Just wanted a simple task list for a small price to use on my phone. But without that choice, no thanks. To act as though 10 seconds to give up my privacy is no big deal, well my information and data is not your business or any one else unless I decide I want to do that. That is what you need to understand, some customers like to have options to do something and not have something stuffed down their throat. Downloaded ""Tasks: Todo List"" and been happy with it. Donated $1.99 to developer for making app for me and not their self.",negative
received her first pressie. Happy happy.,positive
someone save me from boredom.,negative
 awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,positive
"It seems like this app is no longer supported. I've paid for premium, but sync stopped working several months ago, and developers have not replied to a support request. So - on moving to a new phone - my habits and streaks are now lost. I can see from other reviews that this is a widely reported issue. I guess the app has now been abandoned.",negative
 i miss your dance friends too.,negative
Its okay,negative
  haha ...i`ll let you know how the show was ... hope here in romania they will show it on Mtv.Sunday morning I have an exam,neutral
"It really helps me being productive, but maybe you could make it more worth it to continue after the time has ran out? Like get more money or a medal or something because personally i feel like doing more than you planned should be rewarded.",positive
  nice one,positive
Not excited of blowing out another candle today... [as when I was a kid!],negative
I LOVE IT It's perfect! I used it in the past and I really like the new aesthetic changes and some additional functions. Still being an awesome app.,positive
is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral
" Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",negative
On our way to St. Martin!!! Vacation for a week,neutral
It's a great app thank you for publishing it for free,positive
Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,positive
Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',negative
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,positive
"This app keeps on signing me out and asking for my password, and then when I put it in it says it's wrong! Wunderlist was so much better!",negative
"I like the idea, but does no one else have serious concerns about privacy? Yes, the required permission to monitor your usage of other apps seems reasonably well-motivated by the stated purpose of classifying your phone usage as focused vs unfocused phone. But on further consideration, that' actually a ton of information to sign away in exchange for growing some digital trees. I'll just stick to a simple timed alarm until I see some assurance that our usage data isn't being sold to 3rd parties.",neutral
Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!,neutral
" No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",negative
Its so sad,negative
" congratulations, I hope you have an amazing day",positive
"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",positive
  dude i will check again but i couldnt find anything  haha i am capital ****-E-D,negative
The app is good but reminders don't seem to be working.,neutral
 i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
 Would you believe that I`m done with homework for the rest of my life?,neutral
" okay, thanks!",positive
still sick  @ Home http://loopt.us/iArPRg.t,negative
" Hehe...until it comes back, your FB friends get a Twitter respite huh? JK!",neutral
"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",neutral
 Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,negative
  Why?,neutral
I like this app.This is a wonderful app.I can focus on my studies because of this app,negative
   i fell asleep on the beach and didn`t put on enough sunscreen  lol,neutral
does anyone know where I can watch the prison break tv movie? It`s not on itunes,neutral
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive
 its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.,positive
reading Evermore by Lynn Viehl.,neutral
"Changing to work,.",neutral
 Hiya! Missed you too! What have you been up to?,negative
great app! ( I might edit this later but I'm too lazy to go into detail right now),positive
 sorry you didn`t make it  Good luck next time though!,positive
Eurgh.. Revision.. Who invented History?,neutral
"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn`t mother nature know the mountain is closed for the ski season!",neutral
" dude, i pestered army personnel at Mumbai airport to let me hold it so much that they had to *request* me to leave",neutral
"gonna dream about my prince charming tonight, n see if everything goes back to normal. I really hope so   <3",positive
 i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive
You can`t even gift money away these days.  re: http://ff.im/3lqUx,neutral
 Think of the prize at the end. So sorry to hear that though.,negative
"App is very buggy ! Week view is completely unusable - shows some events twice, and some not at all.  Also, it would be nice if there was an option, in month view, to see the names of the events without having to click on every day individually.  Fix this and you'll get 5 stars, but without that (especially week view!) the app is useless.",negative
watching neighbourss.,neutral
 awww Mary I wish I could come but I`m going away 2morrow,positive
" I`ve totally been MIA, i know  bad me",negative
"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",positive
im still devastated about manchester united losing the UCL final,negative
 join the club dougie i have a cold too  x,negative
"_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!",positive
"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",negative
watching matilda with a bowl of noodles,neutral
"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral
I woulda never believed that five years later I`d be a female engineer myself making tracks,positive
"3rd week. great for monitoring things you want to become habits. the humor in the notifications is lost on me. i wish for non monitoring days there would be a third color option with a continuance of the chain. other than that, its simole to setup and simple to use.",positive
Laying in the dark thinking of you.,neutral
Happy #juddday everyone!,positive
"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you all!",positive
omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....,negative
 WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative
Grounds himself from getting more toys...only cause I have officially ran out of room to place them,neutral
http://twitpic.com/4whaf Tonight`s art show was a success.,positive
You said you effed up your nose!,negative
Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,negative
"I'm a Wunderlist user for years. Generally this app is good, just lack 2 important features: (1) Weekly view that includes overdue tasks, (2) Mark overdue task date in red on widget.",positive
Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,neutral
"Near perfect. Considering you only really need a piece of paper on the wall or a calendar to track habits. It does that and more with a clean UI. It also has nice features when you create a habit, download it to see what I mean. Discussion posts are a really nice bonus as well. Overall the app is gold.",positive
"Good, simple app that works well. It keeps my to-do list synced between my Android phone and web browser on my computer.",positive
last full day of vacation,neutral
"Please add 3rd party app integrations like Alexa, Microsoft outlook calendar, etc.",positive
Wonderful,positive
"By  Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don`t find my car that much fun any more",neutral
http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,neutral
"They changed the priority colors, so that instead of a gradient, it now goes grey, blue, yellow, red. I don't think this is an improvement - it is not immediately apparent to me which priority blue is at a glance. They also took away the priority color strip on the left and replaced with a colored checkbox. It looks worse to me. I'm not sure this was necessary, just so that the user could close out a task with a single click.",neutral
"Perfect for my to do list, easy to use and does what it says on the tin!",positive
"_hypnotic oh thanx, just when i thought ilost it, iappreciate it",neutral
phone app is great and syncs well but windows app always jumbles my tasks so i would recommend using online app on your computer,neutral
One more thing 'Shattered' is an amazing song by O.A.R.,positive
"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",positive
"Love the app, but I just purchased the pro version and my Generate Your Personal Flower event gift won't appear in the trees I can use. It says I still need to purchase it, but then I can't purchase it either because the store saya I already have.",neutral
I will not be late.  I will not be late.  I will not be late.,positive
feels not good at all,negative
 Mornin`,neutral
"[H]ouse starts on Sunday and I`m sad as I can`t afford Sky,",negative
 Could`ve said hi. We`re off down south tho,neutral
Like the new Schedule page,positive
" nah, he was acting like a **** - his show sucked last night",negative
 and all chevre: please follow me at  for chevre only   I`m using  for public tweeting!  Thanks!,positive
Rainy Mondays... Is there a better day to work at home?? I am thankful!!,positive
"Sighs, well I accidentally clicked back space on my mouse",negative
home from taking Nick home - a little lighter in pocket after being flashed by a speed camera,neutral
" Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I`d better get some rest",positive
"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can`t keep up",negative
 still @ the courthouse!     Happy to have a job... sad its this one!,neutral
Waking up early to go to the gym,neutral
I guess you didn`t hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  ,neutral
bad hair day,negative
" Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",negative
"Started using it after having used many To-Do apps. The UI is beautiful. Syncing is quite fast. The companion apps are available for every major operating system plus it is also available on the web, which is a big advantage over Google Tasks. However, I'd love to have natural language processing and a way to prioritise the tasks.",positive
Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.,positive
"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",positive
feelin lonely now after spendin the last 50 hours with my friends,negative
 I already did..,neutral
Twenty minutes on a **** call you would think that the person would mention there is already a trouble ticket investigating the issue,negative
"Have been using this now for over a year, after trying a few. It is absolutely the best. All depends what you need it to do but it has great options and flexibility. Works just fine, I do have a slow to load glitch on the widget on the phone. Other than that it's great",positive
"This an amazing calender, my only problem was I was looking for a calendar for solely for my business , because this app you must sync your calendar it becomes useless because now you have your personal calendar mix with business. Useless for that purpose I can just use my Google calendar.",negative
 I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,negative
just had a bbq... YUM im full now,positive
i looked all cute too!,positive
": Yeah, I fell asleep  I`m sorry. No way in the world I was waking up @ 7am lol. I had to work @ 9am.",negative
Ohhhhh what a line,positive
Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.,neutral
"I was talking with my best friend ï¿½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and Iï¿½m not",neutral
" We want to trade with someone who has Houston tickets, but no one will.",neutral
 You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),positive
Full screen ads? In a calendar app? Are you serious?,negative
Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,negative
Great app. Gives me the motivation to do the work and have a little garden of my own. But lately it doesnt want to start. Crashes as soon as i click on it. Please do something.,neutral
out for supper tonight with kurumi in 10 minutes,neutral
nice I really like this app this is very nice app to remind me our daily routine and save our time,neutral
"I have test tomorrow but i dont study, then i go very bad",negative
follow friday: following more people then followers  follow me? woot #followfriday,neutral
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,positive
 that sucks.,negative
@ inthebattle its really cute. One of my favorites.,positive
"I want to like it more but whenever I set an event in the calendar it always starts it the following day. for example, if I set an event from Thursday to Sunday it saves it as Friday to Monday....",neutral
 Kazim Kazim  i didn`t know that name ))),neutral
"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",negative
 have a Happy Trip!!,positive
"Nice, but without calendar integration it is still incomplete.",neutral
  ah you say the nicest things,positive
babysitting for the Paionks  thinking about going to see 'obsessed',neutral
the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,negative
Yum! Whole box of cookies for me,positive
Good app for daily planning.,positive
 Why thank you... Us Mami`s are bringin` sexy back...,positive
i`m so happy i aced my final!,positive
 i want pho... i`ve never had it before.,neutral
I dont get it in google callender i set a goal to run 4:30 every morning but why on earth is it so that the app sets time on its own and when i edit it it is edited only for one day not the others,negative
 What kind of coach would I be if I didn`t read all your tweets?    Still waiting on an non-dried afro picture.,neutral
i just need to sleep,neutral
"Sync DOES NOT work! I've tried multiple times to get it to work and my internet connection is just fine. Had to switch phones when my old phone died and can't get my old data back on the app because sync doesn't work. Also no way to import data. Great app if the feature worked or could import data, but rendered useless because of this. So if I switch phones or have to reset to factory standards, I lose everything. Paid quite a bit for this app just for this feature alone, but it DOES NOT work.",negative
No launch today. Teacher changed plans and we watched a stupid move about tesla,negative
Painting my room =,neutral
Tired. Going to take a nap. My finger hurts.  143,negative
Its coming out the socket  I feel like my phones hole is not a virgin. That`s how loose it is... :`(,negative
"This app is actually wonderful. I'm hoping you can add the ""forward"" and ""backward"" buttons on the widget (potentially just as another available function of those virtual buttons) like we have access to in the full app. It would be nice to click forward through the calendar and then, say, click the clock center to refresh and reload with the current time.",neutral
_day26 ~ Awwwww have fun with the fam boo boo,positive
 not impressed....! it might go away if you complain too much!  x,negative
Awesome features but poor UI. I wish the app isn't so cluttered with low res motivational posters and others' habits in the community. Really dont need know that someone out there is trying not to watch porn for 89 days. Why 89? Who you tryna impress?,neutral
is incredibly worried about Stanley...,negative
 Dude you are awesome,positive
 Ooh can I have some? I`m hungry but I don`t wanna get outta bed,neutral
i hate waking up early! but i need to make up my 27 hrs at my pharmacy class. >=[ sighhh.  in other news: breakfast time!!!!,negative
 oooooo. i like that too! anywhere near mommy is good for me.,positive
" how about we start with a true Franchise online mode. Dynasty was huge, Madden online league not so much",neutral
Too broke for cigarettes.,negative
I need to sleep for a whole day to recover from this birthday!! I`m getting so old!!,neutral
is very hungover,negative
took too long to sync. uninstalled.,negative
"back,had a great MAD monday meeting tomorrow",positive
 Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it),neutral
"Darn, I had one and it slipped right through my fingers",neutral
if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note,neutral
Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals,negative
Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!,positive
getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,positive
_Reece naw missed it and the video cool looking sexy,positive
Nice but cost too much yearly to buy.,positive
_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral
"Thanks for the concern, guys. A few stitches later, all is well. Whew.",positive
 everyone says that,neutral
" That pic of Donnie is the one SiouxSinner took last night at the Launch. Word has it, he`s got a solo album comin` out too.",neutral
"Awesome new idea for a productivity widget. Significantly more useful than a calendar or list of upcoming events. the one thing I would like to change would be the display of numbers on arcs. It looks kind of silly near the center of the circle when the numbers twist and overlap. Change that, 5 stars.",positive
some reason just recently the app uninstalled itself or somehow or another it got uninstalled and I haven't been able to receive any updates or any calendar events for the last couple weeks,positive
"This app is great overall, I just wish there were categories for your inventory items and that the task list widget showed your profile icon also, the profile icon has very bad quality when you choose your own :/",positive
"I've tested dozens of habit and routine tracking apps. The clean layout, useful widgets, and versatility of this one puts it above the rest. Even without premium, it is highly functional. Furthermore, premium is a one-time purchase rather then a monthly/annual fee, which was a deciding factor for me.",positive
Good replacement for Wunderlist. Missing the possibility to create to-do by sending email.,positive
it`s sunny but i`m bored  sad call or text me,negative
In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,negative
Yao...broken foot...so much for that series  Denver`s next,negative
Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.,negative
Finally going home! Its been a long night.. Ready to crash and have awesome dreams,positive
 for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol,neutral
had a fun day at the theatre... glad to be back in town for a while,positive
any.do.:to do list,neutral
 lol u better hurry up cause your **** is running late and whats for breakfast,neutral
 is it seven yet?,neutral
Usefull,positive
 how are you gonna get them? I got bitten,negative
"Really great app, love being able to visualise my day! But it would be fantastic if the app (and widget!!) Could now sync with the systemwide dark mode on Android 10!",positive
Is Skyping with family,neutral
Google assistant reminders do not populate ...will this be addressed soon ?,positive
 Yeahhh... thx. I figured it out,positive
feel dpressed,negative
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,negative
" bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",positive
  my thoughts dwell on a certain person,neutral
 but i love adriana,positive
love this app but after not using it for a couple of months everything has disappeared! anyone able to help!!! thanks for the advice. just done that. waiting now for their feedback. as said I live this app!,neutral
 I`m not comfortable with this announcement.,negative
Got to go shopping with wife down to Tesco`s. I knew my day was going to well.,positive
"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",positive
how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,negative
"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",negative
 ha ha surprisingly well considering!! Having a good time in the sun up in the mountains,positive
"Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.",positive
Using my old phone!  gosh! I miss this phone!,negative
Obsessed.,positive
 *bows* glad to be of service,positive
 I`m sorry about your car. I feel for you...,negative
dont put behind the wheel lmfao today was fun,positive
 Teehee..I know it too!,neutral
"so its been forever since I`ve tweet, just wanted to say thaty I love bill! and I hope ya`ll have an amazing week",positive
" Likewise. However, what was the comment about originally?",neutral
"This app is great, and I'm sticking to it. The only issue I have with it is the notification, it doesn't work when the app is closed. Please fix that.",positive
 I`m So Mad I Wont Be There!!!!!!!!! UGHHH!!!,negative
had an amazing night with the girls,positive
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,negative
" Ugh, frustrating. I see a few briefs a week with groups in them, mostly from traditional agencies.",negative
" ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",negative
I feel like dressing up for the heck of it.& putting make up on. Haha,positive
  in chicago until 8:20  ...just landed xoxo,neutral
may the 4th be with you! HAPPY STAR WARS DAY!,positive
"Best Wunderlist replacement I can find. Expensive. Widget doesn't scroll, which makes me really sad I can't keep Wunderlist.",neutral
Go overall application. I wish it was easier to make changes in already established recurring appointments and it would be nice to have a refresh button. Everything else works really well.,positive
"Great calendar for how I want my information displayed. Tried most of the calendar apps and this one was the only one I immediately liked and did not really need to ""learn"". For reference I use Thunderbird as my computer email application.",positive
" Have a great show Doug, have fun. Im sorry that I wont be there to watch you",neutral
 I work for Disney...not all it`s cracked up ta be.,negative
Just wants to stay in bed all day but has to go to work instead  sux,negative
 and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,negative
 yay  i`ll do you a heart mk shout in a sec pam,neutral
i wanna be in michi with my moma!! Love you Mom,positive
 morning  hope u r well.. i`m off to bed soon!,positive
"Immediately wants me to buy the full version of the app, while the demo part is not even that nice",negative
friday night is my fav night of the week but now I have to go to stupid dog training classes,positive
 what happened?  are you suffering from neck/shoulder/back pain like me?  i can`t move either,negative
  i want alexis bledel back on screen every thursday night,neutral
I loved this app until I paid for the premium version. Now it won't let me purchase any new trees and I don't have the option to earn double points. This was so much better when it was free. Please fix the issues!,negative
10 more days to go for Freedom!!!!!! **** these xams!!,negative
Nice app but can't pay,neutral
"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",neutral
got a little scare tonight. couldnt fall back to sleep. so i started working on my digital imaging project. looking good.,neutral
"Unusable without an account. Even when I'm not interested in any of the ""cloud"" features",negative
"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
 plz dont fall in love with tokyo and never come home,neutral
"_L_S How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though",neutral
"The app was working great, up until recently! Now i cant click on the date, and update it directly through the widget. I have to open the app and make changes through there. What happened! :(",neutral
Several features are limited if you don't have the premium version but it's still really useful. I use the widget on my homescreen very often.,positive
 very very cute  and fun to watch.,positive
Ugh I`m so sleepy  I think I`m still kinda sick,negative
I sure do hope it becomes 4:20 this afternoon ...,positive
Tiesto in Vicky Park - how excellent,positive
I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,negative
  you have my vote  want to see gino in drag. please post pictures.,neutral
 I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,negative
"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",positive
I dont get how to use twitterr!,neutral
 I think that`s cutting off the URL so the pic doesn`t turn up.   #mishaneedschapstick,neutral
" Munch away, my dear Watson, Munch away",neutral
"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",negative
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral
 yeah I LOVE CALI so much,positive
 Good Morning and thanks for the Retweet,positive
The Star Trek movie was amazing! omg everyone has to go see it,positive
is off to somewhere.,neutral
Just got home from work and tired,negative
 playing with image,neutral
Constructivist learning theory - anybody? Oh wait..... there`s always wikipedia right?!,neutral
 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya ****,positive
"It's helped me stay on track with habits I want to cultivate. I'm really data driven and thrive on external validation, so I like seeing graphs and the calendar fill up with my successful days. It works well for me. The app itself is good too. It hasn't crashed or done anything unexpected in the week I've used ii find logging mt. The only thing I wish I could do is go back and change what makes a day successful.",positive
Initially the app worked really well but now it is not opening and I dnt know what to do. I also tried clearing the data bt the issue still remains.,neutral
 That wouldn`t have happened if Ravit hadn`t asked me. I met her thru a Twitter friend in CT. Love social media that way.,positive
Please make it work offline!!,negative
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",positive
 britta says she wants to have lunch with you too,neutral
 i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,positive
 I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,neutral
"Still has bugs that Wunderlist did not. For instance, the widget that I usually keep on my launcher with lists of things to do oftentimes goes blank and stops working. I'm totally fine with replacing a product with a more modern offering, but it needs to work properly.",neutral
happy mother`s day mom. love you always,positive
but i`m talking to the boy first,neutral
first puppy gone 2 new home.,neutral
"I really like ticktick, i have a decent memory but as a day goes on there is always something missed. I always set a task if i know it needs to get done amd and its done. Not to mention i have never had a single issue with the app not working.",positive
I hate it when Trevor drives,negative
"_mayer I`d like to see a picture of you, Carl and John where everyone can read from your faces you`re proud of and you love eachother",positive
Really useful app,positive
"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",positive
My Sharpie is running DANGERously low on ink,negative
About to watch Night at the Museum with Ryan and Stacy,neutral
lol i cant drink!!,positive
Very helpful. A bit hard to completely customize but much of that is due to how much flexibility there is.,positive
 i like it,positive
 so how have you been doing ?,neutral
: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,neutral
"Still evaluating the app, lots of things I thought are not available on free app, must upgrade to premium to use. App good to use so far. That why rating low.",neutral
_ray Bright Eyes=Contentment,positive
hey im back on.. but msn won`t work  darn msn haha. can`t stop thinking about 3d movie haha!,neutral
 THANKS,positive
"Easy, simple, cheerful, effective",positive
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative
" Awww, thanks Jon!  I appreciate that",positive
Woke up from aspirating some stomach acid. I`m praying that I dont acid reflux  and that it was a one time thing,negative
 just wanted to say hello,neutral
long day and i still have to mow the lawn,negative
 Content content content .... gah! Story of my life right now - thx for reminding me. That`s what I should be doing v. Tweeting,positive
"I`ve been losing myself into too many Taiwanese dramas.... ????, ??????, ????... this is not good. XD But Wu Chun! Eeeeeee.",negative
Good morning tweeps! I have a feeling I won`t be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,positive
I totally needed that sleep.  need to stretch and wash though now.,neutral
"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",negative
_cook Guess I am very shallow then!,neutral
 THAT`S A SHAME REALLY,negative
Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website,negative
lol i <3 spongebob,positive
"Cool app, but I wish I could see everything I own at once. When I get a new item, I have to search every inventory screen to figure out where is went. Confusing for new players. Also, if you don't have a party, it's basically a checklist since all the gane modes are forced multiplayer.",positive
"  No, but apparently a distant relative died in east africa, leaving me as his only heir. Once I send 5K I should have 250k",neutral
"Awesome app! It helps me a lot to organize my life, work and other stuffs. The features are really amazing! Would recommend this to my friends and colleagues.",positive
Ive finished 4th year!!! Argh Uni is going soooooo quick,neutral
happy mommy day!!,positive
Suddenly stopped giving audio reminders. Tried everything including re-installing and turning on all notifications. Uninstalled.,neutral
Good morning everyone! It`s back to work for me - so won`t be able to chat until tonight - I hope everyone has a great day!,positive
No Yonkers news posts until June 2 because the newspaper furloughed me,neutral
"Gorgeous weather, but no bike",positive
"Love it! A scheduling app that doesn't force me to sync my google calendar with it! I downloaded 5 different apps that all did and it was so incredibly frustrating, I deleted them all right away and finally found what I was looking for! I use my google calendar to keep track of bills and things like that, and those calendars have national holidays and other stuff I just don't want mixed in with my day to day sched. I wanted a blank calendar app to schedule things. It was surprsingly hard to find",positive
" My name is Chad, but I won`t be here tomorrow",neutral
going to the movies with clancy,neutral
 i havent seen you all week,neutral
"It is a very nice app,it remixes you and you will never miss any task,it reminds you with alarm or notification, it really helped me.",positive
Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,negative
 Moral support for students,positive
looking for people,neutral
"Good idea, but I don't like that it wants internet access.",negative
 and to you too!!!!,neutral
I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,positive
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,neutral
no comments,neutral
" ah, ok  thank youuuuuu!",positive
"All to do lists should embrace habit monitoring. Also, I like it when a pending task persists on the list until it's done or removed.",positive
start again... so now theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,negative
 that couldn`t be more true! I like ur momma`s style!,positive
Great app. Good reports and tracking. UI is simple and does what it needs to do. Keeps it productive,positive
 sorry didn`t get to see you,negative
4:15 finally home from the city.  - now time to head to sleep!!  goodnight! & happy mommy`s day to all the mother`s out there!!,positive
Cool app to visualize ur schedule and make it easier to plan your day. A really cool customization system and integration with some non-default calendars is great. Bought a premium right after first day,positive
 If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral
I'm using One plus 7 android 10. Alarm reminder doesn't work at all.,negative
"This app could have been the best, I uninstalled it due to the widget error, after restarting the phone it doesn't load. I liked it but if it doesn't perform well on my need ""widget month calendar"" it's a nah.",neutral
4 cases of swine flu!,neutral
"I like the idea, especially the differentiation between dailies, habits, 
and to-dos, but I need to be able to see the history. Uninstalled - will 
stick to Daylio for now.",neutral
 i`m watching CQC a brazilian humor program,neutral
"ok, 1st ginormous cup of coffee down, monday looking much better to me.",positive
"is hungry, twitter.  i want food. </3",neutral
Running errands with my little man. Maybe he won`t act like a 3 year old today.,neutral
 probably not. I hate when that happens!,negative
